topic,premise,claim,mace_ibm,hidden_reasoning_keyword,claim_keyword,premise_keyword
Zoos,zoos are stressful to the animals who have been taken away from their natural habitats and forced to limit their natural instincts.,We should abolish zoos,0.98047404,would prevent the increased risk of disease and dirty conditions which contribute to how much zoos are,Abolishing zoos,stressful to animals
Zoos,zoos are stressful to the animals who have been taken away from their natural habitats and forced to limit their natural instincts.,We should abolish zoos,0.98047404,Caging and torturing animals,Abolish zoos,eliminates animals instincts.
Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,0.810971042,will prevent wild animals getting caught and transported to cages which,Abolishing zoos,restrict the natural behaviour of the animals
Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,0.810971042,"prevents animals from living in cages so they roam instead, stopping the",abolishing zoos,restriction of the natural behaviour of the animals
Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,0.810971042,stops the boredom of these animals which leads to mental problems,Abolishing zoos,and all too often the conditions are poor
Zoos,Zoos should be abolished because they restrict the natural behaviour of the animals and all too often the conditions are poor.,We should abolish zoos,0.810971042,As well as restriction the natural behavior of animals they also affect animal reproduction and,Abolish zoos,The conditions are poor
Zoos,zoos do not provide enough space for animals too explore the environment and so the animals cannot lead a natural life.,We should abolish zoos,0.982408231,that give poor and inhumane treatment causing physical and mental problems of their animals and,Abolishing zoos,the animals cannot lead a natural life
Zoos,zoos do not provide enough space for animals too explore the environment and so the animals cannot lead a natural life.,We should abolish zoos,0.982408231,would prevent underdevelopment of the animals and ensure that their natural instincts stay sharp since zoos,Abolishing zoos,do not provide enough space
Zoos,zoos do not provide enough space for animals too explore the environment and so the animals cannot lead a natural life.,We should abolish zoos,0.982408231,"animals caged inside suffer, developing emotional problems because",Zoos should be outlawed,zoos don't provide enough space for animals.
Compulsory voting,we need to introduce compulsory voting as everyone should vote so that we have a better balance and a more accurate outcome.,We should introduce compulsory voting,0.999697736,get leaders of our choice,introducing compulsory voting,better balance and a more accurate outcome.
Compulsory voting,we need to introduce compulsory voting as everyone should vote so that we have a better balance and a more accurate outcome.,We should introduce compulsory voting,0.999697736,"forces as many people to vote as possible, resulting in a",compulsory voting,more accurate outcome
